content,clean_content
best application hai,best application hai
voice is not better it should be improve,voice better improve
it good ,good
this is the best app which I ever met supports to learn languages.,best app ever met supports learn languages
Amazing app. I have a request. please add sanskrit also in the language learning list. I can't find any other app. Your way of teaching is amazing so I think that you can make me learn this boring language in an amazing way.,amazing app request please add sanskrit also language learning list cant find app way teaching amazing think make learn boring language amazing way
there is no expressions there is just: oh no where is my passport.  it should be like this: oh no where is my passport!!! ,expressions oh passport like oh passport
"its the perfect app to learn a new language , and it has helped me so much. i give it 5 stars ,totally recomend",perfect app learn new language helped much give stars totally recomend
the best,best
ai first? really? im embarrassed for you,ai first really im embarrassed
it is the best app to learn any language for FREE!! just learn the language like a game and in some time you will be good at that language,best app learn language free learn language like game time good language
good thank so much,good thank much
"I'm leaning something new which I don't now this language only listen in my life but now I'm leaning this language, I really enjoining ,",im leaning something new dont language listen life im leaning language really enjoining
this app is very good  and my favourite app,app good favourite app
good app,good app
it's very fun and entertaining good for learning something new ,fun entertaining good learning something new
it's good for learning languages,good learning languages
good app,good app
best english learning app,best english learning app
me parfect toking english,parfect toking english
It is a good app for learn every Language ,good app learn every language
It's very important to my studied.,important studied
it is an amazing way of learning I highly recommend Duolingo it helped me so much,amazing way learning highly recommend duolingo helped much
It is so good I have learned 20 languages in one year thanks to this app ,good learned languages one year thanks app
it's good,good
app logged me out the other day and now an error keeps occurring when I log in and I have been unable to keep my 550 day streak because it wont let me in,app logged day error keeps occurring log unable keep day streak wont let
best learning app,best learning app
it doesn't have thai language to learn but it's perfect if u wanna learn other languages,doesnt thai language learn perfect u wanna learn languages
"I love the way Duolingo makes learning languages fun. You would be saying I don't have the time and all but once you get in, you don't know till you do how many rounds.",love way duolingo makes learning languages fun would saying dont time get dont know till many rounds
the beast teacher is this app,beast teacher app
it is so much fun and educational,much fun educational
the best I've learned so much!,best ive learned much
best language learning app ,best language learning app
best application to learn different languages,best application learn different languages
it is great but the super Duolingo ad is annoying,great super duolingo ad annoying
I'm addicted to this game.,im addicted game
It's very beautiful app,beautiful app
"AI is Bricking this app, will never use again.",ai bricking app never use
"better app , but vocab is limited...",better app vocab limited
"A great app, but the Hindi course is way too short and it's not enough at all! It would be nice to continue learning the language",great app hindi course way short enough would nice continue learning language
very good app and very useful ,good app useful
app is a very usable an very comfortable and a very nice aap,app usable comfortable nice aap
good  app,good app
game is so fun,game fun
wow that's nice game ,wow thats nice game
good app for english speaking and writing,good app english speaking writing
best app to learn any language,best app learn language
Best App for language learning,best app language learning
It is a very good app to learn languages.,good app learn languages
that was amazing,amazing
I am so happy ,happy
Duolingo has given me a platform to lern multiple languages as well as a training tool for other people,duolingo given platform lern multiple languages well training tool people
it is a best app to learn different languages . yo communicate with others ... who are in not your contury .....,best app learn different languages yo communicate others contury
AMAZING! I only wish that we could learn Aramaic on it,amazing wish could learn aramaic
"it's a nice app, I love it",nice app love
extremely great app for language learning,extremely great app language learning
Very nice i am so Happy,nice happy
it's a good platform for learning English easily ,good platform learning english easily
it is so good and it also improve my Hindi speaking oven speaking personality I'll see a great thanks to do lingo to teach me so well as it and bringing me to level 5 by thank you,good also improve hindi speaking oven speaking personality ill see great thanks lingo teach well bringing level thank
the best app to improve English and I am very happy that it is helping me to improve my English,best app improve english happy helping improve english
mast app he,mast app
"first of all this app doesn't ever make you fluent in a language no matter what heights you reach you WILL struggle communicating with people who speak the language fluently second of all this app puts ai first and fired a bunch of their employees for the sake of saving some money just find another app or sign up for a course, I would never recommend this on my worst enemies.",first app doesnt ever make fluent language matter heights reach struggle communicating people speak language fluently second app puts ai first fired bunch employees sake saving money find another app sign course would never recommend worst enemies
"this is the best app I have ever had ,and my English is improving day by day I rate this app 5  s",best app ever english improving day day rate app
It’s really so nice,really nice
the App is nice but a change should happen that there should be more languages I wanted to learn Marathi but I was unable to find so add more languages otherwise the app is excellent,app nice change happen languages wanted learn marathi unable find add languages otherwise app excellent
by attending this classes I have improve too much my English Japanese and Chinese it is helpful to support my studies and for travelling,attending classes improve much english japanese chinese helpful support studies travelling
"So far, so good. I've been using this app for a few days and it's so much fun!  It's super interactive, and the GUI is absolutely immersive! However, I wouldn't recommend it to people who want to learn the language altogether in one place, I personally feel that Duolingo is only good for improving your vocabulary.",far good ive using app days much fun super interactive gui absolutely immersive however wouldnt recommend people want learn language altogether one place personally feel duolingo good improving vocabulary
"I don't no what's the experience of more public but my experience is says this is the fantastic App your choise which language you learn all language available in this app . all app developers thank you for make this app ,in this app enjoy every moment in app funny and knowledge able app so I sujjest all public try this app one time and I am sure you are learn all languages like ,- ENGLISH, JAPANIJ,KOREAN, FRENCH,URDUS,MANGILION, spanish, jarman, RUSSIAN,INDONESIAN THANK YOU DUOLINGO",dont whats experience public experience says fantastic app choise language learn language available app app developers thank make app app enjoy every moment app funny knowledge able app sujjest public try app one time sure learn languages like english japanijkorean frenchurdusmangilion spanish jarman russianindonesian thank duolingo
this good app but this app cannot Urdu language please add Urdu language many peoples wants to learn Urdu,good app app cannot urdu language please add urdu language many peoples wants learn urdu
Can we get an option to disable vibration for this app? it gets very annoying with time,get option disable vibration app gets annoying time
this is one of the great tools to help us learning languages we're want it.,one great tools help us learning languages want
it's very useful and very good app,useful good app
I like this app so much it's actually more fun to learn than the other apps that I used,like app much actually fun learn apps used
"Duolingo helps me maintain my college Spanish and prepare for Spanish 3. I’m the only non-fluent speaker in my family, and this app helps me reconnect. I’m training to teach in WA, but my heart is in the Southwest—my sons live in L.A. and Albuquerque. It also helps me speak confidently during trips to Mexico with my husband. Duolingo keeps me close to my roots. ¡Gracias, Duolingo!",duolingo helps maintain college spanish prepare spanish im nonfluent speaker family app helps reconnect im training teach wa heart southwestmy sons live la albuquerque also helps speak confidently trips mexico husband duolingo keeps close roots gracias duolingo
"it helps me improve my English , it makes my English fluent and my accent , on the other hand I also learnt Korean . and this is the app that is playful language learner means it is also like clean games taking quiz and answering them and my English is also improving .",helps improve english makes english fluent accent hand also learnt korean app playful language learner means also like clean games taking quiz answering english also improving
"fun, easy, and simple, very recommended, I leant japanese and knew some words from here",fun easy simple recommended leant japanese knew words
Best app ever exist i play store because we can learn any language it for free,best app ever exist play store learn language free
Just money and one word 100000000 times,money one word times
Smart App,smart app
"i love this app this is one of the best for ""learning another language"" Even my bffs uses it and guess what language i learn about",love app one best learning another language even bffs uses guess language learn
the game is very useful for me because I cannot be speak English so I download this game the game is very interesting I love this game,game useful cannot speak english download game game interesting love game
which language we want learne you interface don't give fixed option give search option actually I want to learn Tamil but it's not showing option and I completely don't know Tamil,language want learne interface dont give fixed option give search option actually want learn tamil showing option completely dont know tamil
best app to learn,best app learn
Best aap for a languages rating 10/100,best aap languages rating
it's very good app to learn language..am learning Spanish...it easy and motivats with daily gems..yo soy una niña mean am a girl.. it's fun..thx duo and Duolingo ,good app learn languageam learning spanishit easy motivats daily gemsyo soy una nia mean girl funthx duo duolingo
this only one application best language,one application best language
"I'm finally finding my way through my families 2nd tongue, I can't believe how EASY Duolingo is making this for me! thank you Soo much for bringing me closer to learning Spanish. my grandmother would be proud...",im finally finding way families nd tongue cant believe easy duolingo making thank soo much bringing closer learning spanish grandmother would proud
It's good for learning some extreme basics but it won't teach you the language. It doesn't know the difference between a spelling mistake and a grammar problem so it never teaches you your weaknesses or explains anything at all. Now it's all low quality AI anyway.,good learning extreme basics wont teach language doesnt know difference spelling mistake grammar problem never teaches weaknesses explains anything low quality ai anyway
it is super easy to learn duolingo is a nice app for learning  love it only the thing is the hearts are very less  atleast there should be 10 Hearts,super easy learn duolingo nice app learning love thing hearts less atleast hearts
" problem, Duolingo should be free like Wikipedia!",problem duolingo free like wikipedia
this is a fun app to learn many language,fun app learn many language
It's is very good,good
you miss something: A tool that controls the font whether it is large or small,miss something tool controls font whether large small
"it's very good and Simple app. I rate it 5 stars, Just coz it's very amazing ",good simple app rate stars coz amazing
Duolingo is good and perfect,duolingo good perfect
it is so fun I improve my English a lot not just a little I used to speak English really bad since I moved to USA I found this app called Duolingo so I started studying intermediate English and I improve my English a lot thanks to do -lingo,fun improve english lot little used speak english really bad since moved usa found app called duolingo started studying intermediate english improve english lot thanks lingo
not free,free
Great app!,great app
need to play,need play
good tutior,good tutior
nice plat from learning on english,nice plat learning english
I always wanted to learn Japanese duolingo helped so much thanks ,always wanted learn japanese duolingo helped much thanks
It was fun learning. Gamsahamnida,fun learning gamsahamnida
Very helpful so grateful to finally grasp the concept of speaking a different language. Muy Bueno!!!,helpful grateful finally grasp concept speaking different language muy bueno
This app is so much beautiful ,app much beautiful
improve the voice recognition,improve voice recognition
this app's like a game and very faster studying english,apps like game faster studying english
I am learning Japanese and this app is AWESOME,learning japanese app awesome
its very much good,much good
"I begun to learn Korean , since 1 week , and I'd learned how to order coffee , juice , shaved ice , in the cafeteria! I love this app",begun learn korean since week id learned order coffee juice shaved ice cafeteria love app
"As a 40 something man, the idea of learning a new language was thought of a too difficult, not enough time usual excuses. Not with Duolingo. Now I spend 10-15 minutes per day, following the easy to use lessons, fun games and listening tests you don't really notice you are learning. Swap the time you spend on social media for Duolingo and you will really benefit.",something man idea learning new language thought difficult enough time usual excuses duolingo spend minutes per day following easy use lessons fun games listening tests dont really notice learning swap time spend social media duolingo really benefit
I love Duolingo because they will show me a lot of support and motivation and I learn Korean very easily like in Just in minutes thank you Duolingo for support and motivation...and everyone should try this app  thank you...,love duolingo show lot support motivation learn korean easily like minutes thank duolingo support motivationand everyone try app thank
this app is amazing for beginners now I know simple Japanese scentnce it's also free,app amazing beginners know simple japanese scentnce also free
very good app,good app
it is like game they diserve,like game diserve
best language learning app,best language learning app
I'm basically studying Korean and it's soo challenging and fun to learn there are more than 500 languages in doulingo every people who are trying to learn a new language it will be easy for them to communicate with other language people and its so fun and challenging as I said to learn languages in duolingo,im basically studying korean soo challenging fun learn languages doulingo every people trying learn new language easy communicate language people fun challenging said learn languages duolingo
"Love it! It's so easy too! After I learn Korean, so hen I travel to Korea I can speak it and understand it too!",love easy learn korean hen travel korea speak understand
greatest app to learn English,greatest app learn english
this app educated us if you want learn then you will get the duolin go app if you don't get rain Go app you can't talk and can't con versation with other,app educated us want learn get duolin go app dont get rain go app cant talk cant con versation
Duolingo is so good it made me learn Spanish so fast,duolingo good made learn spanish fast
its perfect good app good vocabulary 5 stars,perfect good app good vocabulary stars
This a best learning app ever!!!,best learning app ever
Great app for learning words and forming sentences. The problem is it doesn't explain the logic and rules for the language.,great app learning words forming sentences problem doesnt explain logic rules language
they are so good I am learning Spanish right now and I know so much now,good learning spanish right know much
this is the best app to learn language ,best app learn language
it is perfect for our career in other languages we don't know,perfect career languages dont know
it's so good,good
this app is very awesome app and this is s easiest way to learn languages,app awesome app easiest way learn languages
I was always so bad at languages now this app helps me 5 stars to u my friends,always bad languages app helps stars u friends
"the best app for learning others languages, it is fun and educative",best app learning others languages fun educative
it's very nice ,nice
Speaking lessons are just horrendous. A true definition of an useless app.,speaking lessons horrendous true definition useless app
"it's so annoying because when i uninstall it, it keep messaging me",annoying uninstall keep messaging
"FYI, Duo is my favorite language speaking bird, also one can never go wrong with duolingo when it comes to learning Languages as like the whole course is free and fun and that's the real af stuff ik",fyi duo favorite language speaking bird also one never go wrong duolingo comes learning languages like whole course free fun thats real af stuff ik
"it's a great app I just wish there was more practice on naming objects, places, people instead of right to one name then guess the rest of the conversation.",great app wish practice naming objects places people instead right one name guess rest conversation
best app to learn language for fun!. I guess?,best app learn language fun guess
cool,cool
"Im learning French along with my hubby and loving it! thanks, Duolingo, for making it possible one day at a time :)",im learning french along hubby loving thanks duolingo making possible one day time
love this app!! even if I'm just passing time! makes learning a new language fun.,love app even im passing time makes learning new language fun
very good omg wow I learn half japanise in a day it is like a good no very good game I don't know why it is very interesting  I am very sure that you like this game ohh sorry learning app I am suggesting you to download it your knowledge will improve by this app,good omg wow learn half japanise day like good good game dont know interesting sure like game ohh sorry learning app suggesting download knowledge improve app
too much ads ruin it.,much ads ruin
this is actually so good,actually good
I like it Duolingo is super nice I love this game,like duolingo super nice love game
wow I like this app so much ,wow like app much
if you dont fork over money you have ro watch so many ads,dont fork money ro watch many ads
"it's been fun to learn more French over the last six years. I've missed only a few days here and there. But, I don't like the leader board. It's not motivating, only discouraging because it seems to rely on other peoples' success rather than my own.",fun learn french last six years ive missed days dont like leader board motivating discouraging seems rely peoples success rather
this app is so good to teach other online,app good teach online
very nice by empresa this app for using,nice empresa app using
this app made it so easy for me to learn japanese thanks duo!,app made easy learn japanese thanks duo
horrible...I am trying super and us nit working ...full of adds. canceling. it has been a bad experience for me,horriblei trying super us nit working full adds canceling bad experience
I like this app. ,like app
Good app,good app
no heart,heart
"Please add Persian language too, thanks",please add persian language thanks
makes understanding other languages easy,makes understanding languages easy
it's really fun to learn with Duolingo and it's like a game I like the lot I am in the process to learn Japanese this app is very nice ,really fun learn duolingo like game like lot process learn japanese app nice
all rounder this is best teching,rounder best teching
500/500 this is very nice  helpful for people,nice helpful people
A platform to learn a language in the easiest way. Highly recommended.,platform learn language easiest way highly recommended
"this is not an app designed by linguists. Great user interface and general structure. However, the vocabulary building process is whack. Over a month in and vocabulary for a simple conversation is missing and i still can only order iced tea, coffee, soup and porridge. it's not a rapid learning tool.",app designed linguists great user interface general structure however vocabulary building process whack month vocabulary simple conversation missing still order iced tea coffee soup porridge rapid learning tool
amazing app. Really loved the way it works,amazing app really loved way works
It asks you to write your credit card information even for the free 1 week trial of max.,asks write credit card information even free week trial max
an absolute helperrr I am soooo addicted to thisss,absolute helperrr soooo addicted thisss
best app for English,best app english
"I'm learning french and japanese at the same time. and the app is really effective y'all. now I can speak a little french and japanese (ngl), but I still have a long way to go. it's a 5.",im learning french japanese time app really effective yall speak little french japanese ngl still long way go
I love it it. I'm trying to learn Japanese because I've been watching demon slayer but I'm nine!!!and thank you it's lovely and I love it a lot.it helps me try to pronounce the words base on it even I rate it a five for excellent work on this.mwah.love it so much.god bless y'all.,love im trying learn japanese ive watching demon slayer im nineand thank lovely love lotit helps try pronounce words base even rate five excellent work thismwahlove muchgod bless yall
duo is helping me in school.so fun,duo helping schoolso fun
very user-friendly and helps explain any of your mistakes. plus its fun,userfriendly helps explain mistakes plus fun
it is a very good app to learn language,good app learn language
I love this app cuz it's super cool and I'm learning Spanish way more faster than I thought This is the best app for learning languages,love app cuz super cool im learning spanish way faster thought best app learning languages
I'd give it a 0 if I could,id give could
very nice app,nice app
very good and help me to have. a conversation with people.,good help conversation people
It very nice,nice
Duolingo is the best learning app I have ever seen,duolingo best learning app ever seen
very nice app,nice app
I'm not sorry. THIS APP SUCKS.,im sorry app sucks
"this app seems good enough. esta app es muy Bueno, yo tengo espanol clase aqui con duolingo. OK my spanish needs work. lol",app seems good enough esta app es muy bueno yo tengo espanol clase aqui con duolingo ok spanish needs work lol
I like learning Spanish and learning more Spanish. ,like learning spanish learning spanish
level should be rose,level rose
"A great but also fun way to learn other languages. I really enjoy this app and love the effort it puts in, to get you to keep coming back and to progress in your chosen language.",great also fun way learn languages really enjoy app love effort puts get keep coming back progress chosen language
"i am able to speak with some english words and I came here to increase evenmore my english vocal so that i can able to gain some vocabulary in English language but this Duolingo teaches me from the initial stage so I don't want to be taught from the first, I am in need of to move further to the intermediate level and i can't choose to go directly to the intermediate level",able speak english words came increase evenmore english vocal able gain vocabulary english language duolingo teaches initial stage dont want taught first need move intermediate level cant choose go directly intermediate level
they repeat one word many times,repeat one word many times
duolingo is best app for learn english and other language,duolingo best app learn english language
"very good app, but they teach some letters before teaching it i mean during tests they ask questions that they didnt teached it, however its a beautiful app its encouraged me‍",good app teach letters teaching mean tests ask questions didnt teached however beautiful app encouraged
this app Is very useful to study all the languages......... I love this Duolingo app soooooo much......,app useful study languages love duolingo app soooooo much
this app is very useful for your children's .,app useful childrens
"I love using Duolingo, but I think the profile section could be improved. It would be great if users could set their real photo as a profile picture instead of just using an avatar. Adding this feature would make the app feel more personal and stylish. Overall, the app is amazing for language learning, but this small update could really enhance the user experience!",love using duolingo think profile section could improved would great users could set real photo profile picture instead using avatar adding feature would make app feel personal stylish overall app amazing language learning small update could really enhance user experience
your are doing well,well
Duolingo really helped to upgrade my English and other languages. I think duolingo is the best way to learn other languages. Thank you for duolingo,duolingo really helped upgrade english languages think duolingo best way learn languages thank duolingo
This is very nice app for English speak and learn other language,nice app english speak learn language
"i, ts very nice app",ts nice app
Duolingo is best app for learning language,duolingo best app learning language
"I am very satisfied with this app I am learning Japanese nicely,So I will give five stars.I would like to recommend others to download this app",satisfied app learning japanese nicelyso give five starsi would like recommend others download app
it is to much amazing for learning,much amazing learning
best app for learning,best app learning
easy and fun,easy fun
good app,good app
The first few lessons so far has been fun. I think I can learn Chinese using this app. I will comment more in the future. so far I recommend you to try it. I have been using it for 3 days and it's 100% free.,first lessons far fun think learn chinese using app comment future far recommend try using days free
it's good,good
love this app honestly I am very helpful with this and I am very excited to go to My dream place ,love app honestly helpful excited go dream place
"sensational app, please release my family",sensational app please release family
it's a good app,good app
I like this aap for studying all the languages of the other country and continent,like aap studying languages country continent
best app to learn any language and is very fun,best app learn language fun
I exports very good,exports good
thank you so much,thank much
"It's good for its accessibility, gamified learning, and comprehensive lessons, but it's not good enough for lacking depth, nuance, and real-world conversational practice. While it's a great starting point, particularly for beginners, it's generally recommended to supplement Duolingo with other resources for more advanced learning and fluency.",good accessibility gamified learning comprehensive lessons good enough lacking depth nuance realworld conversational practice great starting point particularly beginners generally recommended supplement duolingo resources advanced learning fluency
I am very happy because Duolingo app make me a time user And this app is so useful I am very happy because of this app and now I know some french ,happy duolingo app make time user app useful happy app know french
Ai only is dumb... And other than Spanish and other languages like that you don't teach well like Russian and Japanese. Do better.,ai dumb spanish languages like dont teach well like russian japanese better
Nice game for learning other languages,nice game learning languages
IT AMAZING BECAUSE I T TECH YOU 135 LANGEWEGE,amazing tech langewege
very good app I have very excited to know the English I have started this app so I am happy and excited,good app excited know english started app happy excited
very nice app ,nice app
so thank duo,thank duo
I really enjoyed learning Chinese:),really enjoyed learning chinese
Their quality has gone down over the past few years and there are so many mistakes now.,quality gone past years many mistakes
I'm loving it because its not boring you should try it,im loving boring try
pls look into some bugs pls last bight I had 45 day streak completed and then today morning it said 1 day streak pls look into the matter,pls look bugs pls last bight day streak completed today morning said day streak pls look matter
this is so Nice,nice
it is good to learn all language,good learn language
Big fan of app,big fan app
"This app is genuinely actually good at teaching, despite all the memes and stuff online. It has helped me learn Japanese AND Italian in less than 2 months. Seriously, my streak is still going from when I started using the app, its 47 days long. And I know a BUNCH of Japanese. , I just said hello to you. NOW DOWNLOAD IT!!! (that is, if you want to learn a language, side note, it also has music and mathematics.)",app genuinely actually good teaching despite memes stuff online helped learn japanese italian less months seriously streak still going started using app days long know bunch japanese said hello download want learn language side note also music mathematics
it is very good in help us to learn English and other language also,good help us learn english language also
this is a good app for learning different languages with playing and compititavr,good app learning different languages playing compititavr
awesome way to learn a language,awesome way learn language
it teaches us every language nicely I lived loved loved it,teaches us every language nicely lived loved loved
Good but the reminders are too many,good reminders many
this app was helped me in learn Korean language because I go to South Korea,app helped learn korean language go south korea
I love this app so far!! I am actually learning at my own pace!,love app far actually learning pace
very helpful,helpful
Best learning app try it,best learning app try
"it's very cool and a good way of learning a language your from that you don't know,And it gives you small words and gets bigger as you achieve your lessons.",cool good way learning language dont knowand gives small words gets bigger achieve lessons
very fun and so energetic to countinue the strikes,fun energetic countinue strikes
"It is a very good app , it reminds me every day about my lesson and I like it's speaking part very much ",good app reminds every day lesson like speaking part much
keeps deleting itself from my homescreen and there's tons of ads when you don't have super.,keeps deleting homescreen theres tons ads dont super
its cool and u can learn not just languages but maths as well theres even a duolingo A B C for ur child,cool u learn languages maths well theres even duolingo b c ur child
Great way to learn languages,great way learn languages
"I'm learning spanish on the koolest with a ""k"" app. for my upcoming free trip from LegalShield when I earn it for the next time they go to the Riviera Maya Hard Rock Hotel & Casino !!!",im learning spanish koolest k app upcoming free trip legalshield earn next time go riviera maya hard rock hotel casino
"Update: Getting worse don't waste your time especially if more AI is coming Not great for learning grammar rules. Exercises tend to be repetitive, often times the voice speaking doesn't match up to the word(s). 2nd Update: After recent bad updates it's gotten even worse and will not be renewing anything. Soooo much AI slop.",update getting worse dont waste time especially ai coming great learning grammar rules exercises tend repetitive often times voice speaking doesnt match words nd update recent bad updates gotten even worse renewing anything soooo much ai slop
Best app to learn languages ,best app learn languages
It is really like a game,really like game
they do not teach you any useful words or phrases. The lessons take a step change in difficulty that make it almost impossible to continue.,teach useful words phrases lessons take step change difficulty make almost impossible continue
honestly a really fun way to learn language !,honestly really fun way learn language
its a magical app,magical app
"The short, repetitive, and multimodal lessons are perfect for a busy schedule. I'm loving this!",short repetitive multimodal lessons perfect busy schedule im loving
"I should say that this app absolutely works for me, and I've learned French with it, and used to love it. However, recently they started to use AI to generate lessons and it's ridiculous. Not just I have to read through the AI slop of the stories, but the inability of LLMs to understand the flow of the meaning makes some exercises impossible to solve without having to guess, just because you haven't seen the necessary info yet. Please don't be greedy and pay actual people to produce content.",say app absolutely works ive learned french used love however recently started use ai generate lessons ridiculous read ai slop stories inability llms understand flow meaning makes exercises impossible solve without guess havent seen necessary info yet please dont greedy pay actual people produce content
my answer is correct it french I type manges then my answer is incorrect it's mange,answer correct french type manges answer incorrect mange
this app helps me a lot and teach me some words in different languages and it really helps now I speak 10 languages,app helps lot teach words different languages really helps speak languages
this is the best app,best app
I love this app thank Duolingo,love app thank duolingo
This app is very good,app good
i want to learn the korean languague because i am going to south korea next year i am learning since two month.,want learn korean languague going south korea next year learning since two month
Duolingo is a great language learning app for beginners,duolingo great language learning app beginners
"Every time they incorporate new AI into the app, it ruins the current learner's progress. The new AI version constantly tests you on words it never taught you. It constantly ""makes changes"" to the lesson plan and jumps your progress forward without actually teaching you any of the new stuff, forcing you to start the whole section over. After the last update, if you say ""I can't listen now"" it counts it as a mistake. I'm almost 1500 days in and the app has become unreliable garbage.",every time incorporate new ai app ruins current learners progress new ai version constantly tests words never taught constantly makes changes lesson plan jumps progress forward without actually teaching new stuff forcing start whole section last update say cant listen counts mistake im almost days app become unreliable garbage
thik app is very good ,thik app good
just simply love it,simply love
" veary good app, intrasting app and ues full",veary good app intrasting app ues full
i love this app because it easy to understand,love app easy understand
This is a very useful app. I used it to learn French and it only took me 40 days! Merci beaucoup!,useful app used learn french took days merci beaucoup
"There is no shortcut or games that will propel you to learn and speak the actual language. Learn it the traditional way. This game is only meant to supplement your learning, not replace the traditional language education. No shortcuts in life as is for learning languages. Now go out there and learn it.",shortcut games propel learn speak actual language learn traditional way game meant supplement learning replace traditional language education shortcuts life learning languages go learn
is nice,nice
Duolingo provides interesting exercises in a multitude of languages. I sorely regret that Duolingo dropped the chat fora and means for users to provide direct feedback. There it s no personal user support. Also it wouldbe helpful to be able to review exercises after they have been completed..,duolingo provides interesting exercises multitude languages sorely regret duolingo dropped chat fora means users provide direct feedback personal user support also wouldbe helpful able review exercises completed
It's brilliant ,brilliant
this ap is use full for learning english,ap use full learning english
it's cool until they start making updates that swindle you for XP. Try different ploys to get you on the app. I'm over 800 days of a streak and still can't have a full basic conversation.,cool start making updates swindle xp try different ploys get app im days streak still cant full basic conversation
l learn Korean  That was super amazing to learn from Dulingo There game was super easy to learn.,l learn korean super amazing learn dulingo game super easy learn
It is an addictive game because it is a lot of fun.,addictive game lot fun
"Works great, stable. As an native English speaker, sometimes the english translation uses weird words like ""whom""",works great stable native english speaker sometimes english translation uses weird words like
this is a really good game for maths music and languages,really good game maths music languages
It's cool :) (thats all I wanna say),cool thats wanna say
nice app  download this app,nice app download app
"Nice and easy for learning, I love it",nice easy learning love
very good app,good app
very good for new comes,good new comes
this platform is all time good for learning the other countries language and knowledge ,platform time good learning countries language knowledge
Very good game and makes you learn all the language with the time and also gives you reminder also.....,good game makes learn language time also gives reminder also
Very nice app,nice app
"Fun,chill, mostly a calm vibe (THE LEADERBOARDS!!!!!!). Even though I wish there would be something else to do after The Diamond league. Also, please update so that Duolingo Chess is available on Chromebook. Thanks!",funchill mostly calm vibe leaderboards even though wish would something else diamond league also please update duolingo chess available chromebook thanks
I can't follow and support an app that replaces real workers with AI. I'm sorry.,cant follow support app replaces real workers ai im sorry
"The app is good, but there are vibrations for every little thing (getting gems, friend quests, and some really long ones for completing a lesson). You can turn them off, but I wish there were an option to have less of them.",app good vibrations every little thing getting gems friend quests really long ones completing lesson turn wish option less
This game was very very very good,game good
it is soo good app l like this,soo good app l like
best app to learn more,best app learn
it is a good learning app.It gives more knowledge about grammar.It is helpful learn new things new languages.,good learning appit gives knowledge grammarit helpful learn new things new languages
this is very good,good
would be a great app if it didnt show ads after every lesson,would great app didnt show ads every lesson
He is very funny and good game to duolingo,funny good game duolingo
IT'S THE BEST APP TO LEARN LANGUAGES,best app learn languages
Love it.,love
"I tried signing in, says password is wrong. Got an email for a password reset. Kept saying link is expired. I Uninstalled the app !",tried signing says password wrong got email password reset kept saying link expired uninstalled app
very good for learning all languages,good learning languages
it's a good experience,good experience
this best option to learn new language,best option learn new language
I was recommended by mu daughter to start duo lingo to reduce watching videos and reels . Duo lingo is superb methodical way and very nice User interaction..,recommended mu daughter start duo lingo reduce watching videos reels duo lingo superb methodical way nice user interaction
"Ive heard from YouTube that ""this app is pretending to be a learning app but is just for entertainment"". Never used this app and never using it.",ive heard youtube app pretending learning app entertainment never used app never using
"Duolingo turned into a terrible, cash-grabbing app",duolingo turned terrible cashgrabbing app
this app l very like it this app motivation me so lam chage in english laguage thanks Duolingo,app l like app motivation lam chage english laguage thanks duolingo
very nice app for learn any language,nice app learn language
good app,good app
totally impressed ,totally impressed
This app is cool and best for learning languages I need to learn English what do you want to learn.,app cool best learning languages need learn english want learn
One of the Best experience as an adult ,one best experience adult
It is so helpful for practicing for beginners ,helpful practicing beginners
learn fast,learn fast
Would love it if most of their workers weren't replaced with ai.,would love workers werent replaced ai
you can learn a lot of languages in duolingo,learn lot languages duolingo
amazing app to learn any language!!!!,amazing app learn language
"my patents just died and ur stupid app is making my life hell. I need to learn Japanese but looks luke ill have to learn it else where because u made the app crave my attention when I dont want to use the app, making me feel bad that im not there for it that its feeling sad with out me.. how about no. then making the creature die? making its bones rott because i havent been there for the app are you evil ppl? is this ur way of making ppl use ur stupid app.. thats the worst thing u can do.",patents died ur stupid app making life hell need learn japanese looks luke ill learn else u made app crave attention dont want use app making feel bad im feeling sad making creature die making bones rott havent app evil ppl ur way making ppl use ur stupid app thats worst thing u
im still struggling with parts but as a whole have come to greatly improve my understanding of my chosen language. I enjoy the new features like friends and being able to encourage others for reaching mile stones. thank you for existing,im still struggling parts whole come greatly improve understanding chosen language enjoy new features like friends able encourage others reaching mile stones thank existing
"it was good in the early levels. by the time I got to intermediate levels, there are so many bugs that the app can't be used. You can't select the answers that you need and can't progress past the level.",good early levels time got intermediate levels many bugs app cant used cant select answers need cant progress past level
"I just loved Doulingo, it will helps you A LOT",loved doulingo helps lot
very necessary app.,necessary app
This app is very good,app good
great for learning the languages but make you buy stuff in the game,great learning languages make buy stuff game
very kakoii way of learning,kakoii way learning
"loving it so far, easy going about learning a new language, was recommended to me by a language teacher",loving far easy going learning new language recommended language teacher
"I am annoyed by the ads in this app. There is a lot of pressure being placed on the Android 10 version.I am having a lot of trouble using this app on Android 10. If this app doesn't show science, it would be better for Android 10 version. If you show too many ads, your mobile phone will become unusually hot.This is what happens when mobile phone performance drops, especially in Android 10 versions.But I can't access this app.",annoyed ads app lot pressure placed android versioni lot trouble using app android app doesnt show science would better android version show many ads mobile phone become unusually hotthis happens mobile phone performance drops especially android versionsbut cant access app
Wonderful and useful,wonderful useful
