content,score,at
good APP I like ti,5,2025-07-20 10:55:54
"its the perfect app to learn a new language , and it has helped me so much. i give it 5 stars ,totally recomend",5,2025-07-20 10:53:58
the best,5,2025-07-20 10:53:56
ai first? really? im embarrassed for you,1,2025-07-20 10:53:38
BEST APP EVER!!!,5,2025-07-20 10:52:58
it is the best app to learn any language for FREE!! just learn the language like a game and in some time you will be good at that language,5,2025-07-20 10:51:48
good thank so much🥰🥰,5,2025-07-20 10:51:34
good,5,2025-07-20 10:51:19
"I'm leaning something new which I don't now this language only listen in my life but now I'm leaning this language, I really enjoining 😁😊,",5,2025-07-20 10:51:12
this app is very good 😊 and my favourite app,5,2025-07-20 10:49:39
awesome 💯,5,2025-07-20 10:49:16
good app,5,2025-07-20 10:47:21
it's very fun and entertaining good for learning something new 😄,5,2025-07-20 10:45:14
it's good for learning languages,5,2025-07-20 10:44:22
good app,5,2025-07-20 10:44:22
good,5,2025-07-20 10:44:03
I like it,5,2025-07-20 10:43:39
best english learning app,5,2025-07-20 10:43:31
best,5,2025-07-20 10:42:54
me parfect toking english,5,2025-07-20 10:42:25
It is a good app for learn every Language ❤️,5,2025-07-20 10:41:43
It's very important to my studied.,5,2025-07-20 10:41:26
it is an amazing way of learning I highly recommend Duolingo it helped me so much,5,2025-07-20 10:41:24
Nice app,5,2025-07-20 10:38:30
It is so good I have learned 20 languages in one year thanks to this app 😚😉😏😁😅😊😆,5,2025-07-20 10:37:53
it's good,5,2025-07-20 10:37:47
app logged me out the other day and now an error keeps occurring when I log in and I have been unable to keep my 550 day streak because it wont let me in,1,2025-07-20 10:37:20
best learning app,5,2025-07-20 10:35:39
it doesn't have thai language to learn but it's perfect if u wanna learn other languages,4,2025-07-20 10:35:06
I am impress,1,2025-07-20 10:35:01
"I love the way Duolingo makes learning languages fun. You would be saying I don't have the time and all but once you get in, you don't know till you do how many rounds.",5,2025-07-20 10:34:33
good 👍,5,2025-07-20 10:33:28
Add Persian🇮🇷🇮🇷🇮🇷🇮🇷,1,2025-07-20 10:31:55
the beast teacher is this app,5,2025-07-20 10:31:49
osmm,5,2025-07-20 10:31:46
it is so much fun and educational,5,2025-07-20 10:31:20
the best I've learned so much!,5,2025-07-20 10:30:04
best language learning app 😀😃,5,2025-07-20 10:29:02
best application to learn different languages,5,2025-07-20 10:26:46
it is great but the super Duolingo ad is annoying,5,2025-07-20 10:24:33
I'm addicted to this game.,5,2025-07-20 10:24:02
It's very beautiful app❤️,5,2025-07-20 10:23:44
"AI is Bricking this app, will never use again.",1,2025-07-20 10:22:28
"better app , but vocab is limited...",5,2025-07-20 10:21:17
amazing app,4,2025-07-20 10:19:02
"A great app, but the Hindi course is way too short and it's not enough at all! It would be nice to continue learning the language",5,2025-07-20 10:18:24
I like it 😄,4,2025-07-20 10:18:18
oerfect,5,2025-07-20 10:17:35
very good app and very useful 👍,5,2025-07-20 10:17:21
hard kro,5,2025-07-20 10:17:05
app is a very usable an very comfortable and a very nice aap,5,2025-07-20 10:14:45
perfect,5,2025-07-20 10:14:20
good 👍🏻 app,5,2025-07-20 10:13:59
game is so fun,5,2025-07-20 10:13:50
Good for japnise,5,2025-07-20 10:13:10
wow that's nice game 🎮,5,2025-07-20 10:12:51
good app for english speaking and writing,5,2025-07-20 10:11:23
best app to learn any language,5,2025-07-20 10:10:41
Best App for language learning,5,2025-07-20 10:10:27
It is a very good app to learn languages.,5,2025-07-20 10:10:07
that was amazing,5,2025-07-20 10:09:50
I am so happy 😊,5,2025-07-20 10:09:41
Duolingo has given me a platform to lern multiple languages as well as a training tool for other people,5,2025-07-20 10:08:31
it is a best app to learn different languages . yo communicate with others ... who are in not your contury .....,5,2025-07-20 10:08:21
AMAZING! I only wish that we could learn Aramaic on it,5,2025-07-20 10:07:50
"it's a nice app, I love it",4,2025-07-20 10:07:48
extremely great app for language learning,5,2025-07-20 10:07:28
soo good❤❤,5,2025-07-20 10:06:18
Very nice i am so Happy,5,2025-07-20 10:05:58
Awesome,4,2025-07-20 10:05:58
very good,5,2025-07-20 10:05:24
it's a good platform for learning English easily 👍🏻,5,2025-07-20 10:05:21
it is so good and it also improve my Hindi speaking oven speaking personality I'll see a great thanks to do lingo to teach me so well as it and bringing me to level 5 by thank you,5,2025-07-20 09:59:24
the best app to improve English and I am very happy that it is helping me to improve my English,5,2025-07-20 09:59:11
wow😎😎😎,5,2025-07-20 09:58:26
perfect,5,2025-07-20 09:58:25
v good 👍,5,2025-07-20 09:55:55
mast app he,5,2025-07-20 09:55:38
helpfull aap duolingo,3,2025-07-20 09:54:21
"first of all this app doesn't ever make you fluent in a language no matter what heights you reach you WILL struggle communicating with people who speak the language fluently second of all this app puts ai first and fired a bunch of their employees for the sake of saving some money just find another app or sign up for a course, I would never recommend this on my worst enemies.",1,2025-07-20 09:53:47
"this is the best app I have ever had ,and my English is improving day by day I rate this app 5 ⭐ s",5,2025-07-20 09:53:36
It’s really so nice,5,2025-07-20 09:52:57
i enjoyed,5,2025-07-20 09:52:56
the App is nice but a change should happen that there should be more languages I wanted to learn Marathi but I was unable to find so add more languages otherwise the app is excellent,3,2025-07-20 09:52:34
happy,5,2025-07-20 09:52:01
by attending this classes I have improve too much my English Japanese and Chinese it is helpful to support my studies and for travelling,5,2025-07-20 09:51:53
"So far, so good. I've been using this app for a few days and it's so much fun! 😆 It's super interactive, and the GUI is absolutely immersive! However, I wouldn't recommend it to people who want to learn the language altogether in one place, I personally feel that Duolingo is only good for improving your vocabulary.",5,2025-07-20 09:51:44
"I don't no what's the experience of more public but my experience is says this is the fantastic App your choise which language you learn all language available in this app . all app developers thank you for make this app ,in this app enjoy every moment in app funny and knowledge able app so I sujjest all public try this app one time and I am sure you are learn all languages like ,- ENGLISH, JAPANIJ,KOREAN, FRENCH,URDUS,MANGILION, spanish, jarman, RUSSIAN,INDONESIAN THANK YOU DUOLINGO🙂🙂🙂🙂",2,2025-07-20 09:51:32
👍,5,2025-07-20 09:51:30
this good app but this app cannot Urdu language please add Urdu language many peoples wants to learn Urdu,3,2025-07-20 09:50:14
super amazing app,5,2025-07-20 09:49:25
Can we get an option to disable vibration for this app? it gets very annoying with time,3,2025-07-20 09:48:59
this is one of the great tools to help us learning languages we're want it.,5,2025-07-20 09:48:07
it's very useful and very good app,5,2025-07-20 09:47:29
nice classe,3,2025-07-20 09:47:16
"App mto bom para se aprender/aperfeiçoar em idiomas, mas o lado negativo são os seus erros, você não pode errar, se não perde os corações, e se perder todos, não pode mais praticar no dia.Isso atrapalha muito no aprendizado, pois para alguém que realmente pode querer aprender algo novo, um sistema desse, que te proíbe de aprender mais no dia caso você erre, pode tirar um pouco da vontade de aprender.",4,2025-07-20 09:47:05
I like this app so much it's actually more fun to learn than the other apps that I used,5,2025-07-20 09:46:04
good,5,2025-07-20 09:45:57
"Duolingo helps me maintain my college Spanish and prepare for Spanish 3. I’m the only non-fluent speaker in my family, and this app helps me reconnect. I’m training to teach in WA, but my heart is in the Southwest—my sons live in L.A. and Albuquerque. It also helps me speak confidently during trips to Mexico with my husband. Duolingo keeps me close to my roots. ¡Gracias, Duolingo!",5,2025-07-20 09:44:49
very nice👍👏,5,2025-07-20 09:42:04
"it helps me improve my English , it makes my English fluent and my accent , on the other hand I also learnt Korean . and this is the app that is playful language learner means it is also like clean games taking quiz and answering them and my English is also improving .",5,2025-07-20 09:41:59
"fun, easy, and simple, very recommended, I leant japanese and knew some words from here",5,2025-07-20 09:40:59
good 👍,3,2025-07-20 09:39:39
Best app ever exist i play store because we can learn any language it for free,5,2025-07-20 09:39:37
Just money and one word 100000000 times,3,2025-07-20 09:38:55
Smart App,5,2025-07-20 09:38:16
"i love this app this is one of the best for ""learning another language"" Even my bffs uses it and guess what language i learn about🤗😋",5,2025-07-20 09:37:55
the game is very useful for me because I cannot be speak English so I download this game the game is very interesting I love this game,4,2025-07-20 09:37:19
which language we want learne you interface don't give fixed option give search option actually I want to learn Tamil but it's not showing option and I completely don't know Tamil,1,2025-07-20 09:37:13
super,5,2025-07-20 09:37:12
best app to learn,5,2025-07-20 09:36:53
Best aap for a languages rating 10/100,5,2025-07-20 09:36:41
it's very good app to learn language..am learning Spanish...it easy and motivats with daily gems..yo soy una niña mean am a girl.. it's fun..thx duo and Duolingo 😁❤️❤️❤️💚💚💚,5,2025-07-20 09:36:38
good,5,2025-07-20 09:36:30
this only one application best language,5,2025-07-20 09:36:22
"I'm finally finding my way through my families 2nd tongue, I can't believe how EASY Duolingo is making this for me! thank you Soo much for bringing me closer to learning Spanish. my grandmother would be proud...",5,2025-07-20 09:35:23
good app is working,5,2025-07-20 09:34:19
It's good for learning some extreme basics but it won't teach you the language. It doesn't know the difference between a spelling mistake and a grammar problem so it never teaches you your weaknesses or explains anything at all. Now it's all low quality AI anyway.,2,2025-07-20 09:33:20
wowww super,5,2025-07-20 09:33:15
it is super easy to learn duolingo is a nice app for learning 👌 love it only the thing is the hearts are very less ♥️ atleast there should be 10 Hearts,4,2025-07-20 09:33:08
"♥ problem, Duolingo should be free like Wikipedia!",4,2025-07-20 09:32:21
this is a fun app to learn many language,5,2025-07-20 09:31:56
It's is very good,5,2025-07-20 09:31:43
you miss something: A tool that controls the font whether it is large or small,3,2025-07-20 09:30:18
"it's very good and Simple app. I rate it 5 stars, Just coz it's very amazing 😍",5,2025-07-20 09:28:13
Duolingo is good and perfect,3,2025-07-20 09:26:29
it is so fun I improve my English a lot not just a little I used to speak English really bad since I moved to USA I found this app called Duolingo so I started studying intermediate English and I improve my English a lot thanks to do -lingo,5,2025-07-20 09:26:25
not free,2,2025-07-20 09:25:50
Great app!,5,2025-07-20 09:23:55
need to play,5,2025-07-20 09:23:36
good tutior,5,2025-07-20 09:23:27
nice plat from learning on english,5,2025-07-20 09:22:03
I always wanted to learn Japanese duolingo helped so much thanks 🇯🇵,5,2025-07-20 09:20:32
very fun,5,2025-07-20 09:20:20
It was fun learning. Gamsahamnida,5,2025-07-20 09:20:06
Very helpful so grateful to finally grasp the concept of speaking a different language. Muy Bueno!!!,5,2025-07-20 09:18:55
This app is so much beautiful ❤️,4,2025-07-20 09:17:47
improve the voice recognition,2,2025-07-20 09:17:07
good,5,2025-07-20 09:13:25
this app's like a game and very faster studying english,5,2025-07-20 09:12:44
I am learning Japanese and this app is AWESOME,5,2025-07-20 09:11:30
its very much good,5,2025-07-20 09:10:54
best,5,2025-07-20 09:10:35
"I begun to learn Korean , since 1 week , and I'd learned how to order coffee , juice , shaved ice , in the cafeteria! I love this app",5,2025-07-20 09:10:10
Très cool pour apprendre l'anglais. Je le conseille.,5,2025-07-20 09:09:24
"As a 40 something man, the idea of learning a new language was thought of a too difficult, not enough time usual excuses. Not with Duolingo. Now I spend 10-15 minutes per day, following the easy to use lessons, fun games and listening tests you don't really notice you are learning. Swap the time you spend on social media for Duolingo and you will really benefit.",5,2025-07-20 09:08:05
I love Duolingo because they will show me a lot of support and motivation and I learn Korean very easily like in Just in minutes thank you Duolingo for support and motivation...💖and everyone should try this app 🥰 thank you...,5,2025-07-20 09:07:32
very happy,5,2025-07-20 09:07:05
this app is amazing for beginners now I know simple Japanese scentnce it's also free,4,2025-07-20 09:06:51
very good app,5,2025-07-20 09:06:48
it is like game ☆☆☆☆☆they diserve,5,2025-07-20 09:06:24
best language learning app,5,2025-07-20 09:06:01
I'm basically studying Korean and it's soo challenging and fun to learn there are more than 500 languages in doulingo every people who are trying to learn a new language it will be easy for them to communicate with other language people and its so fun and challenging as I said to learn languages in duolingo,5,2025-07-20 09:04:19
"Love it! It's so easy too! After I learn Korean, so hen I travel to Korea I can speak it and understand it too!",5,2025-07-20 09:03:27
greatest app to learn English,5,2025-07-20 09:02:45
super,5,2025-07-20 09:02:43
this app educated us if you want learn then you will get the duolin go app if you don't get rain Go app you can't talk and can't con versation with other,5,2025-07-20 09:02:12
Duolingo is so good it made me learn Spanish so fast,5,2025-07-20 09:02:08
I love it,5,2025-07-20 09:01:43
its perfect good app good vocabulary 5 stars,5,2025-07-20 09:01:27
This a best learning app ever!!!,5,2025-07-20 08:57:48
Great app for learning words and forming sentences. The problem is it doesn't explain the logic and rules for the language.,4,2025-07-20 08:57:25
they are so good I am learning Spanish right now and I know so much now,5,2025-07-20 08:55:57
this is the best app to learn language 😌👍,4,2025-07-20 08:55:13
good,5,2025-07-20 08:54:42
Very good,5,2025-07-20 08:51:33
it is perfect for our career in other languages we don't know,5,2025-07-20 08:50:58
VERY nice ÿ👌 👍 hj. jjkki.,5,2025-07-20 08:49:32
it's so good,5,2025-07-20 08:47:39
Good lesson practise,5,2025-07-20 08:47:29
nice,4,2025-07-20 08:46:37
this app is very awesome app and this is s easiest way to learn languages,4,2025-07-20 08:46:27
very good,5,2025-07-20 08:44:54
good,3,2025-07-20 08:43:46
I was always so bad at languages now this app helps me 5 stars to u my friends,5,2025-07-20 08:43:23
"the best app for learning others languages, it is fun and educative",5,2025-07-20 08:43:07
it's very nice 👍👍👍🙂🙂🙂,5,2025-07-20 08:42:29
Speaking lessons are just horrendous. A true definition of an useless app.,1,2025-07-20 08:42:03
"it's so annoying because when i uninstall it, it keep messaging me",1,2025-07-20 08:41:36
very good/best app ever,5,2025-07-20 08:40:25
"FYI, Duo is my favorite language speaking bird, also one can never go wrong with duolingo when it comes to learning Languages as like the whole course is free and fun and that's the real af stuff ik",5,2025-07-20 08:40:21
"it's a great app I just wish there was more practice on naming objects, places, people instead of right to one name then guess the rest of the conversation.",4,2025-07-20 08:39:03
very nice,5,2025-07-20 08:36:49
so fun,5,2025-07-20 08:36:10
best app to learn language for fun!. I guess?,5,2025-07-20 08:35:24
cool,5,2025-07-20 08:35:17
"Im learning French along with my hubby and loving it! thanks, Duolingo, for making it possible one day at a time :)",5,2025-07-20 08:34:55
love this app!! even if I'm just passing time! makes learning a new language fun.,5,2025-07-20 08:33:03
Duolingo tum mujhe sab kuchh sikha do mujhe English nahin aati hai iske liye mujhe taane sunane padte hain lekin mujhe do lingo se kafi kuchh achcha sikhane ko mil raha hai,5,2025-07-20 08:32:50
very good omg wow I learn half japanise in a day it is like a good no very good game I don't know why it is very interesting 🥺😚❤️😆😌☺️😇⭐ I am very sure that you like this game ohh sorry learning app I am suggesting you to download it your knowledge will improve by this app,5,2025-07-20 08:32:32
too much ads ruin it.,3,2025-07-20 08:32:26
this is actually so good,5,2025-07-20 08:29:14
I like it Duolingo is super nice I love this game,5,2025-07-20 08:28:00
wow I like this app so much 💖💖💖💖💖😍😍,5,2025-07-20 08:27:45
if you dont fork over money you have ro watch so many ads,1,2025-07-20 08:26:48
best App Duolingo,5,2025-07-20 08:25:41
"it's been fun to learn more French over the last six years. I've missed only a few days here and there. But, I don't like the leader board. It's not motivating, only discouraging because it seems to rely on other peoples' success rather than my own.",4,2025-07-20 08:25:38
very good 👍 👏,5,2025-07-20 08:25:33
this app is so good to teach other online✅️,5,2025-07-20 08:25:30
very nice by empresa this app for using,5,2025-07-20 08:24:31
এটা অনেক ভালো এ্যাপ ইংরেজি শিখার জন্য,5,2025-07-20 08:24:05
সুন্দর,5,2025-07-20 08:22:13
𝒊𝒕 𝒉𝒆𝒍𝒑 𝒖𝒔 𝒕𝒐 𝒍𝒆𝒂𝒓𝒏 𝒊𝒏 𝒔𝒖𝒄𝒉 𝒂 𝒘𝒂𝒚 𝒕𝒉𝒂𝒕 𝒚𝒐𝒖 𝒂𝒓𝒆 𝒏𝒐𝒕 𝒈𝒐𝒏𝒏𝒂 𝒓𝒆𝒂𝒍𝒊𝒔𝒆 𝒕𝒉𝒂𝒕 𝒚𝒐𝒖 𝒂𝒍𝒓𝒆𝒂𝒅𝒚 𝒍𝒆𝒂𝒓𝒏 𝒕𝒉𝒂𝒕 𝒍𝒂𝒏𝒈𝒖𝒂𝒈𝒆 𝒎𝒆𝒂𝒏𝒔 𝒗𝒆𝒓𝒚 𝒆𝒂𝒔𝒚 𝒂𝒏𝒅 𝒊𝒇 𝒚𝒐𝒖 𝒉𝒂𝒗𝒆 𝒂𝒏𝒚 𝒑𝒓𝒐𝒃𝒍𝒆𝒎 𝒊𝒕 𝒘𝒊𝒍𝒍 𝒃𝒆 𝒈𝒐𝒏𝒆 𝒂𝒕 𝒕𝒉𝒆 𝒔𝒐𝒍𝒖𝒕𝒊𝒐𝒏 𝒊𝒏 𝒕𝒉𝒆 𝒓𝒊𝒈𝒉𝒕 𝒕𝒊𝒎𝒆 𝒓𝒊𝒈𝒉𝒕 𝒘𝒂𝒚 𝒂𝒏𝒅 𝒚𝒆𝒔 𝒊𝒕 𝒔𝒉𝒐𝒖𝒍𝒅 𝒃𝒆 𝒎𝒆𝒂𝒏𝒔 𝒊𝒕'𝒔 𝒈𝒐𝒏𝒏𝒂 𝒕𝒐 𝒕𝒆𝒍𝒍 𝒚𝒐𝒖 𝒕𝒉𝒆 𝒗𝒐𝒘𝒆𝒍𝒔 ...𝒕𝒚𝒔𝒎,5,2025-07-20 08:21:47
Good,5,2025-07-20 08:21:38
this app made it so easy for me to learn japanese thanks duo!,5,2025-07-20 08:21:11
horrible...I am trying super and us nit working ...full of adds. canceling. it has been a bad experience for me,1,2025-07-20 08:20:36
I like this app. 👌,4,2025-07-20 08:20:13
good app very good,4,2025-07-20 08:19:22
Good app,5,2025-07-20 08:18:40
no heart,3,2025-07-20 08:16:49
"Please add Persian language too, thanks🙏",1,2025-07-20 08:14:34
makes understanding other languages easy,5,2025-07-20 08:13:15
bahut achha hai,5,2025-07-20 08:12:57
very good 🥰🥰🥰,5,2025-07-20 08:12:56
ayan,5,2025-07-20 08:12:48
it's really fun to learn with Duolingo and it's like a game I like the lot I am in the process to learn Japanese this app is very nice ❤️🤌🏻🤗👌🏻🎈,5,2025-07-20 08:12:40
all rounder this is best teching,5,2025-07-20 08:11:51
its amazing,4,2025-07-20 08:11:37
500/500 this is very nice 💯 helpful for people,5,2025-07-20 08:09:35
A platform to learn a language in the easiest way. Highly recommended.,5,2025-07-20 08:09:31
nice 🤌,5,2025-07-20 08:09:18
"this is not an app designed by linguists. Great user interface and general structure. However, the vocabulary building process is whack. Over a month in and vocabulary for a simple conversation is missing and i still can only order iced tea, coffee, soup and porridge. it's not a rapid learning tool.",3,2025-07-20 08:09:17
super 👍,5,2025-07-20 08:08:57
its awesome,5,2025-07-20 08:07:25
amazing app. Really loved the way it works,5,2025-07-20 08:07:20
It asks you to write your credit card information even for the free 1 week trial of max.,4,2025-07-20 08:04:20
an absolute helperrr I am soooo addicted to thisss,5,2025-07-20 08:04:19
best app for English,4,2025-07-20 08:04:04
"I'm learning french and japanese at the same time. and the app is really effective y'all. now I can speak a little french and japanese (ngl), but I still have a long way to go. it's a 5.",5,2025-07-20 08:03:53
I love it it. I'm trying to learn Japanese because I've been watching demon slayer but I'm nine!!!and thank you it's lovely and I love it a lot.it helps me try to pronounce the words base on it even I rate it a five for excellent work on this.mwah.love it so much.god bless y'all.🥰,5,2025-07-20 08:03:21
great,5,2025-07-20 08:01:57
very good,5,2025-07-20 08:01:43
duo is helping me in school.so fun,5,2025-07-20 08:01:15
can you riles sinhala language varshan,5,2025-07-20 08:00:55
very user-friendly and helps explain any of your mistakes. plus its fun,5,2025-07-20 08:00:18
wow,4,2025-07-20 08:00:12
it is a very good app to learn language,5,2025-07-20 07:58:47
very good 😊😇😊😇😊😇😊😇,5,2025-07-20 07:58:31
good,4,2025-07-20 07:57:31
I love this app cuz it's super cool and I'm learning Spanish way more faster than I thought This is the best app for learning languages,5,2025-07-20 07:57:21
I'd give it a 0 if I could,1,2025-07-20 07:52:13
very nice app😍😍,5,2025-07-20 07:47:04
very good and help me to have. a conversation with people.,5,2025-07-20 07:45:17
Nice 🙂👍🏼,5,2025-07-20 07:44:38
best app,5,2025-07-20 07:43:23
It very nice,5,2025-07-20 07:43:15
Duolingo is the best learning app I have ever seen,4,2025-07-20 07:43:08
very nice app,5,2025-07-20 07:42:40
I'm not sorry. THIS APP SUCKS.,1,2025-07-20 07:40:22
"this app seems good enough. esta app es muy Bueno, yo tengo espanol clase aqui con duolingo. OK my spanish needs work. lol",5,2025-07-20 07:40:14
I like learning Spanish and learning more Spanish. 🤗✨️😇✨️😆✨️😁✨️❤️✨️🤭✨️🦋✨️,5,2025-07-20 07:39:16
level should be rose,1,2025-07-20 07:39:14
"A great but also fun way to learn other languages. I really enjoy this app and love the effort it puts in, to get you to keep coming back and to progress in your chosen language.",5,2025-07-20 07:38:14
"i am able to speak with some english words and I came here to increase evenmore my english vocal so that i can able to gain some vocabulary in English language but this Duolingo teaches me from the initial stage so I don't want to be taught from the first, I am in need of to move further to the intermediate level and i can't choose to go directly to the intermediate level",3,2025-07-20 07:37:43
they repeat one word many times,3,2025-07-20 07:34:10
duolingo is best app for learn english and other language,5,2025-07-20 07:34:07
"very good app, but they teach some letters before teaching it i mean during tests they ask questions that they didnt teached it, however its a beautiful app its encouraged me❤️‍🩹",4,2025-07-20 07:33:35
this app Is very useful to study all the languages......... I love this Duolingo app soooooo much......✨,5,2025-07-20 07:33:27
this app is very useful for your children's .,5,2025-07-20 07:33:00
super 💯,5,2025-07-20 07:32:47
ye kafi achha app h English sikhne ke liye agr aapko bhi koi bhi language sikhni ho to aap bhi try kr skte hh,5,2025-07-20 07:30:24
kya aap gano ki tune bhi sikha sakte hai mujhe sad song ki tunes sikhni hai toh kya aap sikha sakte hai,5,2025-07-20 07:29:54
"I love using Duolingo, but I think the profile section could be improved. It would be great if users could set their real photo as a profile picture instead of just using an avatar. Adding this feature would make the app feel more personal and stylish. Overall, the app is amazing for language learning, but this small update could really enhance the user experience!",4,2025-07-20 07:28:39
your are doing well,5,2025-07-20 07:26:58
Duolingo really helped to upgrade my English and other languages. I think duolingo is the best way to learn other languages. Thank you for duolingo,5,2025-07-20 07:26:10
good,5,2025-07-20 07:25:08
This is very nice app for English speak and learn other language,4,2025-07-20 07:24:56
you're superb,5,2025-07-20 07:22:04
good,5,2025-07-20 07:21:52
"i, ts very nice app",5,2025-07-20 07:21:13
Duolingo is best app for learning language,4,2025-07-20 07:20:16
very good,5,2025-07-20 07:19:55
best app,4,2025-07-20 07:16:41
good 👍,5,2025-07-20 07:14:29
"I am very satisfied with this app I am learning Japanese nicely,So I will give five stars⭐⭐⭐⭐⭐.I would like to recommend others to download this app",5,2025-07-20 07:11:13
it is to much amazing for learning,5,2025-07-20 07:10:36
good!,5,2025-07-20 07:09:54
best app for learning,5,2025-07-20 07:09:44
very nice,3,2025-07-20 07:09:23
very very nice,5,2025-07-20 07:07:54
acha hai,5,2025-07-20 07:06:26
easy and fun,5,2025-07-20 07:05:58
good app,5,2025-07-20 07:05:02
The first few lessons so far has been fun. I think I can learn Chinese using this app. I will comment more in the future. so far I recommend you to try it. I have been using it for 3 days and it's 100% free.,5,2025-07-20 07:02:25
it's good,4,2025-07-20 07:02:10
great,5,2025-07-20 06:59:30
love this app honestly I am very helpful with this and I am very excited to go to My dream place 😊🎀💝💖,5,2025-07-20 06:58:59
wish it had Punjabi,1,2025-07-20 06:57:51
nice,1,2025-07-20 06:57:34
"sensational app, please release my family",5,2025-07-20 06:57:33
it's a good app,5,2025-07-20 06:56:58
I like this aap for studying all the languages of the other country and continent,5,2025-07-20 06:55:50
ismein Abhi Abhi Baja Rahi a raha hai,3,2025-07-20 06:55:18
best app to learn any language and is very fun,5,2025-07-20 06:55:14
I exports very good,5,2025-07-20 06:55:01
thank you so much,4,2025-07-20 06:54:34
wonderful aap...,5,2025-07-20 06:53:13
"It's good for its accessibility, gamified learning, and comprehensive lessons, but it's not good enough for lacking depth, nuance, and real-world conversational practice. While it's a great starting point, particularly for beginners, it's generally recommended to supplement Duolingo with other resources for more advanced learning and fluency.",3,2025-07-20 06:53:00
I am very happy because Duolingo app make me a time user And this app is so useful I am very happy because of this app and now I know some french 😁😙😚😘🥰😍🤩😊☺️😙🙃😀😄😁🤗🤭,5,2025-07-20 06:53:00
Ai only is dumb... And other than Spanish and other languages like that you don't teach well like Russian and Japanese. Do better.,1,2025-07-20 06:52:57
Nice game for learning other languages,5,2025-07-20 06:51:59
IT AMAZING BECAUSE I T TECH YOU 135 LANGEWEGE,1,2025-07-20 06:51:53
"Dia 200 de racha, estoy esperando una cita con lily, 9/10 seria un 10 si duo saliera con poca ropa",5,2025-07-20 06:51:05
میخاستم زبان را انگلیسی انتخاب کنم ولی برای من وجود ندارد.🙁😐,1,2025-07-20 06:50:01
very good app I have very excited to know the English I have started this app so I am happy and excited,5,2025-07-20 06:48:27
BEST LEARNING APP FOR ANY LANGUAGE,5,2025-07-20 06:48:23
very nice app 🫰🫰,5,2025-07-20 06:47:31
bahut achcha English sikhata hai aur galat bhi bolata hai 😛,5,2025-07-20 06:43:22
so thank duo,5,2025-07-20 06:41:44
make learning funny,5,2025-07-20 06:41:27
I really enjoyed learning Chinese:)🌷,3,2025-07-20 06:38:07
Their quality has gone down over the past few years and there are so many mistakes now.,1,2025-07-20 06:37:52
I'm loving it because its not boring you should try it,5,2025-07-20 06:37:10
VERY GOOD!!😘😘❤️🎉🎉 LOVELY GAME,5,2025-07-20 06:36:22
pls look into some bugs pls last bight I had 45 day streak completed and then today morning it said 1 day streak pls look into the matter,2,2025-07-20 06:35:31
this is so Nice,5,2025-07-20 06:33:48
it is good to learn all language,5,2025-07-20 06:33:35
Big fan of app,5,2025-07-20 06:32:59
vert nice app,5,2025-07-20 06:30:44
"This app is genuinely actually good at teaching, despite all the memes and stuff online. It has helped me learn Japanese AND Italian in less than 2 months. Seriously, my streak is still going from when I started using the app, its 47 days long. And I know a BUNCH of Japanese. こんにちは, I just said hello to you. NOW DOWNLOAD IT!!! (that is, if you want to learn a language, side note, it also has music and mathematics.)",5,2025-07-20 06:30:33
best,4,2025-07-20 06:29:45
it is very good in help us to learn English and other language also,5,2025-07-20 06:28:55
so far so good,5,2025-07-20 06:28:28
i love app loveee,5,2025-07-20 06:27:34
this is a good app for learning different languages with playing and compititavr,4,2025-07-20 06:25:55
awesome way to learn a language,5,2025-07-20 06:23:51
super,4,2025-07-20 06:23:30
best,5,2025-07-20 06:23:24
it teaches us every language nicely I lived loved loved it,5,2025-07-20 06:21:48
Good but the reminders are too many,4,2025-07-20 06:21:45
good,4,2025-07-20 06:20:30
this app was helped me in learn Korean language because I go to South Korea,4,2025-07-20 06:19:41
add persian!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,4,2025-07-20 06:19:04
I love this app so far!! I am actually learning at my own pace!,5,2025-07-20 06:18:49
very helpful,5,2025-07-20 06:18:42
Best learning app try it,5,2025-07-20 06:18:05
nice 🥰🥰🥰🥰,5,2025-07-20 06:17:35
"it's very cool and a good way of learning a language your from that you don't know,And it gives you small words and gets bigger as you achieve your lessons.",5,2025-07-20 06:16:30
👍👍👍,5,2025-07-20 06:16:08
very fun and so energetic to countinue the strikes,5,2025-07-20 06:14:17
must app hai,4,2025-07-20 06:13:49
"It is a very good app , it reminds me every day about my lesson and I like it's speaking part very much 😃😃😃😃",5,2025-07-20 06:13:16
good,5,2025-07-20 06:13:08
keeps deleting itself from my homescreen and there's tons of ads when you don't have super.,3,2025-07-20 06:12:44
very nice,5,2025-07-20 06:12:05
ভালো লাগতেছে,5,2025-07-20 06:11:25
I love duo,5,2025-07-20 06:10:41
its cool and u can learn not just languages but maths as well theres even a duolingo A B C for ur child,5,2025-07-20 06:08:21
Great way to learn languages,5,2025-07-20 06:07:20
"I'm learning spanish on the koolest with a ""k"" app. for my upcoming free trip from LegalShield when I earn it for the next time they go to the Riviera Maya Hard Rock Hotel & Casino !!!",5,2025-07-20 06:06:39
